step,seed,success_rate,mean_score
4800,456,0.0,4.9
4900,456,0.0,4.9
5000,456,0.0,4.9
5100,456,0.0,5.1
5200,456,0.0,5.32
5300,456,0.0,5.7
5400,456,0.0,5.7
5500,456,0.0,5.7
5600,456,0.0,5.7
5700,456,0.0,5.7
5800,456,0.0,5.7
5900,456,0.0,5.7
6000,456,0.0,5.7
6100,456,0.0,5.7
6200,456,0.0,5.7
6300,456,0.0,5.7
6400,456,0.0,5.7
6500,456,0.0,5.7
6600,456,0.0,5.7
6700,456,0.0,5.7
6800,456,0.0,5.7
6900,456,0.0,5.7
7000,456,0.0,5.7
7100,456,0.0,5.7
7200,456,0.0,5.7
7300,456,0.0,5.7
7400,456,0.0,5.7
7500,456,0.0,5.7
7600,456,0.0,5.7
7700,456,0.0,5.7
7800,456,0.0,5.7
7900,456,0.0,5.7
8000,456,0.0,5.7
8100,456,0.0,5.7
8200,456,0.0,5.7
8300,456,0.0,5.7
8400,456,0.0,5.7
8500,456,0.0,5.7
8600,456,0.0,5.7
8700,456,0.0,5.7
8800,456,0.0,5.7
8900,456,0.0,5.7
9000,456,0.0,5.7
9100,456,0.0,5.7
9200,456,0.0,5.7
9300,456,0.0,5.7
9400,456,0.0,5.7
9500,456,0.0,5.7
9600,456,0.0,5.7
9700,456,0.0,5.7
9800,456,0.0,5.7
9900,456,0.0,5.7
10000,456,0.0,5.7
10100,456,0.0,5.7
10200,456,0.0,5.7
10300,456,0.0,5.7
10400,456,0.0,5.7
10500,456,0.0,5.7
10600,456,0.0,5.7
10700,456,0.0,5.7
10800,456,0.0,5.7
10900,456,0.0,5.7
11000,456,0.0,5.7
11100,456,0.0,5.7
11200,456,0.0,5.7
11300,456,0.0,5.7
11400,456,0.0,5.7
11500,456,0.0,5.7
11600,456,0.0,5.7
11700,456,0.0,5.7
11800,456,0.0,5.7
11900,456,0.0,5.7
12000,456,0.0,5.7
12100,456,0.0,5.7
12200,456,0.0,5.7
12300,456,0.0,5.7
12400,456,0.0,5.7
12500,456,0.0,5.7
12600,456,0.0,5.7
12700,456,0.0,5.7
12800,456,0.0,5.7
12900,456,0.0,5.7
13000,456,0.0,5.7
13100,456,0.0,5.7
13200,456,0.0,5.7
13300,456,0.0,5.7
13400,456,0.0,5.7
13500,456,0.0,5.7
13600,456,0.0,5.7
13700,456,0.0,5.7
13800,456,0.0,5.7
13900,456,0.0,5.7
14000,456,0.0,5.7
14100,456,0.0,5.7
14200,456,0.0,5.7
14300,456,0.0,5.7
14400,456,0.0,5.7
14500,456,0.0,5.7
14600,456,0.0,5.7
14700,456,0.0,5.7
14800,456,0.0,5.7
14900,456,0.0,5.7
15000,456,0.0,5.7
15100,456,0.0,5.7
15200,456,0.0,5.7
15300,456,0.0,5.7
15400,456,0.0,5.7
15500,456,0.0,5.7
15600,456,0.0,5.7
15700,456,0.0,5.7
15800,456,0.0,5.7
15900,456,0.0,5.7
16000,456,0.0,5.7
16100,456,0.0,5.7
16200,456,0.0,5.7
16300,456,0.0,5.7
16400,456,0.0,5.7
16500,456,0.0,5.7
16600,456,0.0,5.62
16700,456,0.0,5.82
16800,456,0.0,5.74
16900,456,0.0,5.74
17000,456,0.0,5.74
17100,456,0.0,5.74
17200,456,0.0,5.74
17300,456,0.0,5.74
17400,456,0.0,5.74
17500,456,0.0,5.74
17600,456,0.0,5.74
17700,456,0.0,5.74
17800,456,0.0,5.74
17900,456,0.0,5.74
18000,456,0.0,5.74
18100,456,0.0,5.74
18200,456,0.0,5.74
18300,456,0.0,5.74
18400,456,0.0,5.74
18500,456,0.0,5.74
18600,456,0.0,5.74
18700,456,0.0,5.74
18800,456,0.0,5.74
18900,456,0.0,5.74
19000,456,0.0,5.74
19100,456,0.0,5.74
19200,456,0.0,5.74
19300,456,0.0,5.74
19400,456,0.0,5.74
19500,456,0.0,5.74
19600,456,0.0,5.74
19700,456,0.0,5.74
19800,456,0.0,5.74
19900,456,0.0,5.74
20000,456,0.0,5.74
